cond,dur,word_stim,correct_resp,conditions.thisRepN,conditions.thisTrialN,conditions.thisN,conditions.thisIndex,word_stimuli.thisRepN,word_stimuli.thisTrialN,word_stimuli.thisN,word_stimuli.thisIndex,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,cross.started,cross.stopped,words.started,words.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,24.304907700017793,None,z,20.674157700006617,24.304907700017793,None,,,,,,,,,,,,,,,,,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
,,,,,,,,,,,,,,,,,,45.006416300020646,None,z,36.98350349999964,45.006416300020646,None,,,,,,,,,,,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,two,right,0,0,0,1,0,0,0,4,,,,,,,,,,,,,82.07434780002222,None,84.14606540001114,84.64709640000365,84.63035829999717,None,right,0.520574399997713,84.63035829999717,None,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,cute,left,0,0,0,1,0,1,1,22,,,,,,,,,,,,,,,85.19068100000732,85.69716100001824,85.66380700000445,None,None,,85.66380700000445,None,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,favourite,right,0,0,0,1,0,2,2,13,,,,,,,,,,,,,,,86.67797250000876,87.1802910999977,87.16361040002084,86.67797250000876,right,0.8529900999856181,87.16361040002084,86.67797250000876,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,spots,right,0,0,0,1,0,3,3,5,,,,,,,,,,,,,,,88.05267630002345,88.56330500001786,88.54671680001775,None,right,0.5514313000021502,88.54671680001775,None,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,grey,left,0,0,0,1,0,4,4,18,,,,,,,,,,,,,,,89.12132550001843,89.62984540002071,89.6131775000249,None,right,0.549780200002715,89.6131775000249,None,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,call,left,0,0,0,1,0,5,5,27,,,,,,,,,,,,,,,90.19297400000505,90.69622060001711,90.67959780001547,None,right,0.7589873000106309,90.67959780001547,None,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,dog,left,0,0,0,1,0,6,6,19,,,,,,,,,,,,,,,91.46976960002212,91.97940960002597,91.96250990001136,None,right,0.6461661999928765,91.96250990001136,None,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,thinking,left,0,0,0,1,0,7,7,16,,,,,,,,,,,,,,,92.64307240000926,93.14576600000146,93.12916710000718,None,None,,93.12916710000718,None,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,smiled,right,0,0,0,1,0,8,8,8,,,,,,,,,,,,,,,94.1419308000186,94.64518950000638,94.62847560000955,94.1419308000186,right,0.6081066000042483,94.62847560000955,94.1419308000186,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,hugged,right,0,0,0,1,0,9,9,1,,,,,,,,,,,,,,,95.2637658000167,95.78246020001825,95.76841750001768,None,right,0.8743372999888379,95.76841750001768,None,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,name,right,0,0,0,1,0,10,10,7,,,,,,,,,,,,,,,96.66934059999767,97.178386900021,97.16169249999803,None,right,0.922011000016937,97.16169249999803,None,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
2,1,man,left,0,0,0,1,0,11,11,26,,,,,,,,,,,,,,,98.13379970000824,98.64480000000913,98.61126930001774,None,None,,98.61126930001774,None,,,participant 7,001,2021_Dec_01_1510,Memory_Task,2021.2.3,59.96951150556267,
