cond,dur,word_stim,correct_resp,conditions.thisRepN,conditions.thisTrialN,conditions.thisN,conditions.thisIndex,word_stimuli.thisRepN,word_stimuli.thisTrialN,word_stimuli.thisN,word_stimuli.thisIndex,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,cross.started,cross.stopped,words.started,words.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,31.022769300005166,None,z,36.17231059999904,31.022769300005166,None,,,,,,,,,,,,,,,,,,,participant 4,001,2021_Dec_01_1446,Memory_Task,2021.2.3,59.96756953928223,
,,,,,,,,,,,,,,,,,,67.22387630000594,None,z,48.08114380002371,67.22387630000594,None,,,,,,,,,,,,,participant 4,001,2021_Dec_01_1446,Memory_Task,2021.2.3,59.96756953928223,
1,0.5,call,left,0,0,0,0,0,0,0,27,,,,,,,,,,,,,115.34622609999496,None,117.41412760000094,117.92925220000325,117.89601450000191,118.39592430001358,None,117.89601450000191,None,,,,participant 4,001,2021_Dec_01_1446,Memory_Task,2021.2.3,59.96756953928223,
1,0.5,lick,right,0,0,0,0,0,1,1,10,,,,,,,,,,,,,,,118.90324899999541,119.41243480000412,119.39570449999883,119.89537620000192,right,119.39570449999883,118.90324899999541,0.6792292000027373,,,participant 4,001,2021_Dec_01_1446,Memory_Task,2021.2.3,59.96756953928223,
1,0.5,dad,left,0,0,0,0,0,2,2,20,,,,,,,,,,,,,,,120.09996469999896,120.6120562000142,120.59559790001367,121.09524019999662,left,120.59559790001367,None,0.724369299976388,,,participant 4,001,2021_Dec_01_1446,Memory_Task,2021.2.3,59.96756953928223,
1,0.5,breeder,right,0,0,0,0,0,3,3,0,,,,,,,,,,,,,,,121.36496320000151,121.87860650001676,121.86190230000648,122.36180590000004,right,121.86190230000648,None,0.7913890999916475,,,participant 4,001,2021_Dec_01_1446,Memory_Task,2021.2.3,59.96756953928223,
1,0.5,small,left,0,0,0,0,0,4,4,28,,,,,,,,,,,,,,,122.68835790001322,123.19484559999546,123.16163600000436,123.66155180000351,left,123.16163600000436,None,0.65277379998588,,,participant 4,001,2021_Dec_01_1446,Memory_Task,2021.2.3,59.96756953928223,
1,0.5,name,right,0,0,0,0,0,5,5,7,,,,,,,,,,,,,,,123.85337040000013,124.36145270001725,124.34440440000617,124.84476649999851,left,124.34440440000617,None,0.5115480000094976,,,participant 4,001,2021_Dec_01_1446,Memory_Task,2021.2.3,59.96756953928223,
1,0.5,black,right,0,0,0,0,0,6,6,12,,,,,,,,,,,,,,,124.88865639999858,125.39450910000596,125.37785409999196,125.87753779999912,None,125.37785409999196,None,,,,participant 4,001,2021_Dec_01_1446,Memory_Task,2021.2.3,59.96756953928223,
1,0.5,driveway,left,0,0,0,0,0,7,7,15,,,,,,,,,,,,,,,126.39861430000747,126.9110045999987,126.8941485999967,127.3939861000108,left,126.8941485999967,126.39861430000747,0.6959757000149693,,,participant 4,001,2021_Dec_01_1446,Memory_Task,2021.2.3,59.96756953928223,
1,0.5,minute,right,0,0,0,0,0,8,8,2,,,,,,,,,,,,,,,127.6211481000064,128.12735500000417,128.1104516000196,128.6105702999921,left,128.1104516000196,None,0.6959997999947518,,,participant 4,001,2021_Dec_01_1446,Memory_Task,2021.2.3,59.96756953928223,
