cond,dur,word_stim,correct_resp,conditions.thisRepN,conditions.thisTrialN,conditions.thisN,conditions.thisIndex,word_stimuli.thisRepN,word_stimuli.thisTrialN,word_stimuli.thisN,word_stimuli.thisIndex,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,cross.started,cross.stopped,words.started,words.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,1,spots,right,0,0,0,1,0,22,22,5,,,,,,,,,,,,,,,110.35526669997489,110.86311939998996,110.84660999997868,None,right,110.84660999997868,None,0.7131414999894332,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
2,1,whistled,right,0,0,0,1,0,23,23,14,,,,,,,,,,,,,,,111.59506419999525,112.09644639998442,112.07962529998622,None,right,112.07962529998622,None,0.8080254000087734,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
2,1,black,right,0,0,0,1,0,24,24,12,,,,,,,,,,,,,,,112.9247372999962,113.42944829998305,113.41277129997616,None,right,113.41277129997616,None,0.845698999997694,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
2,1,frowned,left,0,0,0,1,0,25,25,25,,,,,,,,,,,,,,,114.28919709997717,114.795824300003,114.76236149997567,None,left,114.76236149997567,None,0.8546984000131488,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
2,1,smiled,right,0,0,0,1,0,26,26,8,,,,,,,,,,,,,,,115.65367139998125,116.16222440000274,116.14545689997612,None,right,116.14545689997612,None,0.5808436000079382,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
2,1,hugged,right,0,0,0,1,0,27,27,1,,,,,,,,,,,,,,,116.75877759998548,117.2620379999862,117.2453392999887,None,left,117.2453392999887,None,0.8524523999949452,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
2,1,paused,right,0,0,0,1,0,28,28,3,,,,,,,,,,,,,,,118.13698939999449,118.64511240000138,118.61190829999396,None,left,118.61190829999396,None,0.8464372000016738,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
2,1,run,left,0,0,0,1,0,29,29,17,,,,,,,,,,,,,,,119.48715869997977,119.99482289998559,119.97812679997878,None,left,119.97812679997878,None,0.7540589999989606,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
2,1,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
1,0.5,keep,right,0,1,1,0,0,0,0,11,,,,,,,,,,,,,,,120.79746959998738,121.31126439999207,121.29462000000058,121.79441109998152,right,121.29462000000058,None,0.5346158999891486,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
1,0.5,region,left,0,1,1,0,0,1,1,24,,,,,,,,,,,,,,,121.85497159999795,122.36106709999149,122.34427639999194,122.84425369999371,left,122.34427639999194,None,0.7353415999969002,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
1,0.5,white,right,0,1,1,0,0,2,2,6,,,,,,,,,,,,,,,123.11856849998003,123.62795509997522,123.61076109998976,124.11060629997519,right,123.61076109998976,None,0.5982004999823403,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
1,0.5,black,right,0,1,1,0,0,3,3,12,,,,,,,,,,,,,,,124.23616749999928,124.74385249998886,124.72721439998713,125.22726409998722,right,124.72721439998713,None,0.7327933999767993,,,participant 8,001,2021_Dec_01_1513,Memory_Task,2021.2.3,60.04660818265177,
