cond,dur,word_stim,correct_resp,conditions.thisRepN,conditions.thisTrialN,conditions.thisN,conditions.thisIndex,word_stimuli.thisRepN,word_stimuli.thisTrialN,word_stimuli.thisN,word_stimuli.thisIndex,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,cross.started,cross.stopped,words.started,words.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,24.417583700007526,None,z,37.90713480001432,24.417583700007526,None,,,,,,,,,,,,,,,,,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
,,,,,,,,,,,,,,,,,,62.356736400019145,None,z,36.7925816999923,62.356736400019145,None,,,,,,,,,,,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,breeder,right,0,0,0,0,0,0,0,0,,,,,,,,,,,,,99.18227260001004,None,101.2900097000238,101.79778730001999,101.7809315000195,102.28097510000225,right,0.7924019000201952,101.7809315000195,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,paused,right,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,102.6129643000022,103.11429250001675,103.09757260000333,103.59749240000383,left,0.7512835999950767,103.09757260000333,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,feared,left,0,0,0,0,0,2,2,23,,,,,,,,,,,,,,,103.90891460000421,104.4140599000093,104.38047070000903,104.88044040001114,left,0.7827891999913845,104.38047070000903,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,man,left,0,0,0,0,0,3,3,26,,,,,,,,,,,,,,,105.18926620000275,105.69710080002551,105.68026000002283,106.18034040002385,left,0.7122813999885693,105.68026000002283,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,two,right,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,106.42994790000375,106.93024840002181,106.91335430002073,107.41323440000997,None,,106.91335430002073,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,small,left,0,0,0,0,0,5,5,28,,,,,,,,,,,,,,,107.92683190002572,108.42972160002682,108.41323170001851,108.91287369999918,None,,108.41323170001851,107.92683190002572,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,entryway,right,0,0,0,0,0,6,6,9,,,,,,,,,,,,,,,109.42630920000374,109.92960520001361,109.91277049999917,110.41273880001972,right,0.7301600000064354,109.91277049999917,109.42630920000374,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,cute,left,0,0,0,0,0,7,7,22,,,,,,,,,,,,,,,110.6714921000239,111.18021160000353,111.16258720000042,111.6625611000054,None,,111.16258720000042,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,thinking,left,0,0,0,0,0,8,8,16,,,,,,,,,,,,,,,112.17078660000698,112.67914150000433,112.6622429000272,113.16229990002466,None,,112.6622429000272,112.17078660000698,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,black,right,0,0,0,0,0,9,9,12,,,,,,,,,,,,,,,113.66944670001976,114.17877750002663,114.16219180001644,114.66205640000408,right,0.7009797999926377,114.16219180001644,113.66944670001976,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,minute,right,0,0,0,0,0,10,10,2,,,,,,,,,,,,,,,114.92287280000164,115.42853200001991,115.41184620000422,115.91168710001511,None,,115.41184620000422,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,hugged,right,0,0,0,0,0,11,11,1,,,,,,,,,,,,,,,116.45033990000957,116.96160770001006,116.9447860000073,117.44475940000848,left,0.8094153999991249,116.9447860000073,116.45033990000957,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,call,left,0,0,0,0,0,12,12,27,,,,,,,,,,,,,,,117.78770520002581,118.29449170001317,118.28043880002224,118.79438730000402,left,0.8384615000104532,118.28043880002224,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,lick,right,0,0,0,0,0,13,13,10,,,,,,,,,,,,,,,119.15554590002284,119.66137580000213,119.64437040002667,120.14391360001173,right,0.5899154999933671,119.64437040002667,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,favourite,right,0,0,0,0,0,14,14,13,,,,,,,,,,,,,,,120.2811786000093,120.7940334000159,120.76064849999966,121.26051530000404,right,0.7238211999938358,120.76064849999966,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,name,right,0,0,0,0,0,15,15,7,,,,,,,,,,,,,,,121.55076400001417,122.06047000002582,122.04384410000057,122.54358060000231,None,,122.04384410000057,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,family,left,0,0,0,0,0,16,16,21,,,,,,,,,,,,,,,123.08323350001592,123.5934478000272,123.57669110002462,124.07673190001515,right,0.538522799994098,123.57669110002462,123.08323350001592,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
1,0.5,whistled,right,0,0,0,0,0,17,17,14,,,,,,,,,,,,,,,124.15486900001997,124.65998350002337,124.64319550001528,125.1433750000142,right,0.7569561999989673,124.64319550001528,None,,,participant9,001,2021_Dec_01_1519,Memory_Task,2021.2.3,60.059555053802505,
