cond,dur,word_stim,correct_resp,conditions.thisRepN,conditions.thisTrialN,conditions.thisN,conditions.thisIndex,word_stimuli.thisRepN,word_stimuli.thisTrialN,word_stimuli.thisN,word_stimuli.thisIndex,image.started,image.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,image_2.started,image_2.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.started,key_resp_3.stopped,text_2.started,text_2.stopped,cross.started,cross.stopped,words.started,words.stopped,key_resp.keys,key_resp.started,key_resp.stopped,key_resp.rt,text.started,text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
2,1,lick,right,0,1,1,1,0,20,20,10,,,,,,,,,,,,,,,139.4912183000124,140.00203710002825,139.9854288000206,None,left,139.9854288000206,None,0.6540211999963503,,,Participant 1,001,2021_Dec_01_1416,Memory_Task,2021.2.3,60.07283230748893,
2,1,feared,left,0,1,1,1,0,21,21,23,,,,,,,,,,,,,,,140.67845240002498,141.18517750001047,141.1684409000154,None,left,141.1684409000154,None,0.7428142999997362,,,Participant 1,001,2021_Dec_01_1416,Memory_Task,2021.2.3,60.07283230748893,
2,1,two,right,0,1,1,1,0,22,22,4,,,,,,,,,,,,,,,141.97321980001288,142.48488770000404,142.46832110002288,None,None,142.46832110002288,None,,,,Participant 1,001,2021_Dec_01_1416,Memory_Task,2021.2.3,60.07283230748893,
2,1,driveway,left,0,1,1,1,0,23,23,15,,,,,,,,,,,,,,,143.4751866000006,143.98454870001297,143.96781380000175,143.4751866000006,left,143.96781380000175,143.4751866000006,0.9552797000214923,,,Participant 1,001,2021_Dec_01_1416,Memory_Task,2021.2.3,60.07283230748893,
2,1,black,right,0,1,1,1,0,24,24,12,,,,,,,,,,,,,,,144.99276560000726,145.50092970000696,145.4843859000248,None,left,145.4843859000248,None,0.7373161999857984,,,Participant 1,001,2021_Dec_01_1416,Memory_Task,2021.2.3,60.07283230748893,
2,1,favourite,right,0,1,1,1,0,25,25,13,,,,,,,,,,,,,,,146.29057620000094,146.80082520001451,146.7845239000162,None,left,146.7845239000162,None,0.6823350000195205,,,Participant 1,001,2021_Dec_01_1416,Memory_Task,2021.2.3,60.07283230748893,
2,1,shouted,left,0,1,1,1,0,26,26,29,,,,,,,,,,,,,,,147.49717270000838,148.0020357000176,147.98387690001982,None,right,147.98387690001982,None,0.5816924000100698,,,Participant 1,001,2021_Dec_01_1416,Memory_Task,2021.2.3,60.07283230748893,
2,1,small,left,0,1,1,1,0,27,27,28,,,,,,,,,,,,,,,148.62300590000814,149.1337975000206,149.11693020001985,None,left,149.11693020001985,None,0.7553693999943789,,,Participant 1,001,2021_Dec_01_1416,Memory_Task,2021.2.3,60.07283230748893,
2,1,paused,right,0,1,1,1,0,28,28,3,,,,,,,,,,,,,,,149.90864510001848,150.4168684000033,150.4001045000041,None,left,150.4001045000041,None,0.7478700999927241,,,Participant 1,001,2021_Dec_01_1416,Memory_Task,2021.2.3,60.07283230748893,
2,1,minute,right,0,1,1,1,0,29,29,2,,,,,,,,,,,,,,,151.20924970001215,151.7164670000202,151.6996816000028,None,left,151.6996816000028,None,0.8580681000021286,,,Participant 1,001,2021_Dec_01_1416,Memory_Task,2021.2.3,60.07283230748893,
2,1,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Participant 1,001,2021_Dec_01_1416,Memory_Task,2021.2.3,60.07283230748893,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.5842923000164,None,,,,,,,
